"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 10, 2021","1,615.69","1,616.56","1,616.59","1,613.91","91.60M","-0.05%"
"Sep 09, 2021","1,616.56","1,616.54","1,617.62","1,615.56","215.94M","0.00%"
"Sep 08, 2021","1,616.54","1,618.75","1,619.19","1,616.33","236.78M","-0.14%"
"Sep 07, 2021","1,618.75","1,618.94","1,620.51","1,618.72","240.15M","-0.03%"
"Sep 06, 2021","1,619.30","1,620.59","1,622.63","1,619.30","94.65M","-0.08%"
"Sep 03, 2021","1,620.59","1,618.39","1,620.82","1,617.74","105.57M","0.14%"
"Sep 02, 2021","1,618.39","1,615.61","1,618.45","1,614.16","156.08M","0.17%"
"Sep 01, 2021","1,615.61","1,616.80","1,618.07","1,614.19","87.53M","-0.07%"
"Aug 31, 2021","1,616.80","1,622.06","1,622.43","1,616.06","213.60M","-0.32%"
"Aug 30, 2021","1,622.06","1,629.18","1,632.68","1,620.91","106.84M","-0.44%"
"Aug 27, 2021","1,629.18","1,630.17","1,630.77","1,629.04","114.85M","-0.06%"
"Aug 26, 2021","1,630.17","1,629.56","1,630.65","1,629.06","66.31M","0.04%"
"Aug 25, 2021","1,629.56","1,631.11","1,632.06","1,629.56","48.14M","-0.10%"
"Aug 24, 2021","1,631.11","1,629.79","1,631.42","1,629.32","75.12M","0.08%"
"Aug 23, 2021","1,629.79","1,633.23","1,633.30","1,629.61","74.11M","-0.21%"
"Aug 20, 2021","1,633.23","1,643.08","1,643.74","1,632.91","114.01M","-0.61%"
"Aug 19, 2021","1,643.25","1,636.66","1,643.25","1,632.38","84.93M","0.38%"
"Aug 18, 2021","1,636.97","1,637.16","1,638.40","1,636.35","61.27M","-0.01%"
"Aug 17, 2021","1,637.16","1,636.57","1,637.61","1,624.11","59.38M","0.03%"
"Aug 16, 2021","1,636.70","1,637.51","1,637.79","1,635.35","65.39M","-0.12%"
"Aug 13, 2021","1,638.69","1,636.13","1,638.84","1,635.97","114.94M","0.16%"
"Aug 12, 2021","1,636.13","1,634.99","1,641.32","1,630.22","96.89M","0.07%"
"Aug 11, 2021","1,634.99","1,633.53","1,635.01","1,633.32","116.40M","0.09%"
"Aug 10, 2021","1,633.53","1,626.13","1,634.77","1,625.20","133.60M","0.46%"
"Aug 09, 2021","1,626.13","1,637.41","1,638.82","1,625.76","58.02M","-0.69%"
"Aug 06, 2021","1,637.41","1,637.79","1,641.15","1,637.23","104.30M","0.04%"
"Aug 05, 2021","1,636.73","1,643.44","1,644.81","1,636.73","79.30M","-0.41%"
"Aug 04, 2021","1,643.44","1,642.12","1,644.03","1,641.07","131.00M","0.08%"
"Aug 03, 2021","1,642.12","1,640.67","1,645.83","1,640.31","93.32M","0.09%"
"Aug 02, 2021","1,640.67","1,639.22","1,643.62","1,637.52","118.36M","0.09%"
"Jul 30, 2021","1,639.22","1,632.44","1,640.07","1,632.29","258.47M","0.42%"
"Jul 29, 2021","1,632.44","1,647.56","1,647.56","1,626.00","101.83M","-0.93%"
"Jul 28, 2021","1,647.73","1,649.05","1,649.75","1,647.13","94.83M","-0.08%"
"Jul 27, 2021","1,649.05","1,651.99","1,653.25","1,648.83","100.78M","-0.18%"
"Jul 26, 2021","1,651.99","1,649.09","1,652.15","1,647.92","130.74M","0.18%"
"Jul 23, 2021","1,649.09","1,645.83","1,649.11","1,645.01","123.81M","0.20%"
"Jul 22, 2021","1,645.83","1,617.98","1,646.15","1,616.80","115.38M","1.72%"
"Jul 19, 2021","1,617.98","1,617.76","1,618.32","1,616.06","127.14M","0.01%"
"Jul 16, 2021","1,617.76","1,614.60","1,618.53","1,614.30","140.72M","0.20%"
"Jul 15, 2021","1,614.54","1,613.85","1,616.20","1,613.20","57.76M","0.04%"
"Jul 14, 2021","1,613.85","1,613.78","1,614.16","1,610.86","130.06M","0.00%"
"Jul 13, 2021","1,613.78","1,613.83","1,615.23","1,612.52","104.96M","-0.00%"
"Jul 12, 2021","1,613.83","1,620.89","1,620.89","1,613.43","106.95M","-0.44%"
"Jul 09, 2021","1,620.89","1,621.01","1,621.53","1,619.81","118.82M","-0.01%"
"Jul 08, 2021","1,621.09","1,621.48","1,622.63","1,618.84","133.11M","0.05%"
"Jul 07, 2021","1,620.34","1,617.35","1,621.10","1,616.09","207.45M","0.22%"
"Jul 06, 2021","1,616.83","1,607.39","1,617.36","1,607.38","167.97M","0.56%"
"Jul 05, 2021","1,607.79","1,607.99","1,608.80","1,606.17","140.54M","-0.01%"
"Jul 02, 2021","1,608.02","1,594.15","1,608.02","1,593.48","95.97M","0.87%"
"Jul 01, 2021","1,594.15","1,594.87","1,595.02","1,593.09","112.94M","-0.05%"
"Jun 30, 2021","1,594.87","1,581.70","1,594.87","1,581.46","93.07M","0.93%"
"Jun 29, 2021","1,580.21","1,577.75","1,580.21","1,575.82","134.77M","0.16%"
"Jun 28, 2021","1,577.75","1,577.75","1,577.75","1,577.75","-","-0.00%"
"Jun 25, 2021","1,577.78","1,589.98","1,594.09","1,577.23","90.30M","-0.72%"
"Jun 24, 2021","1,589.23","1,582.05","1,590.41","1,581.88","77.14M","0.45%"
"Jun 23, 2021","1,582.05","1,584.33","1,584.33","1,581.79","101.92M","-0.14%"
"Jun 22, 2021","1,584.33","1,593.32","1,593.32","1,579.79","143.75M","-1.01%"
"Jun 21, 2021","1,600.43","1,599.22","1,600.43","1,597.52","95.38M","0.11%"
"Jun 18, 2021","1,598.66","1,596.68","1,599.22","1,596.47","114.82M","0.14%"
"Jun 17, 2021","1,596.37","1,594.68","1,597.18","1,594.68","74.05M","0.16%"
"Jun 16, 2021","1,593.84","1,591.08","1,593.84","1,588.00","167.62M","0.19%"
"Jun 15, 2021","1,590.74","1,594.62","1,595.45","1,590.33","164.69M","-0.24%"
"Jun 11, 2021","1,594.62","1,597.05","1,599.84","1,592.38","154.62M","-0.15%"
"Jun 10, 2021","1,597.05","1,594.44","1,597.05","1,594.00","112.76M","0.16%"
"Jun 09, 2021","1,594.44","1,580.17","1,594.79","1,580.17","117.49M","0.90%"
"Jun 08, 2021","1,580.17","1,571.08","1,580.19","1,569.88","87.36M","0.58%"
"Jun 07, 2021","1,571.08","1,573.18","1,573.18","1,570.11","93.15M","-0.13%"
"Jun 04, 2021","1,573.18","1,565.73","1,573.18","1,565.06","79.17M","0.48%"
"Jun 03, 2021","1,565.73","1,562.55","1,565.73","1,560.68","115.02M","0.20%"
"Jun 02, 2021","1,562.55","1,560.22","1,563.08","1,558.18","62.38M","0.15%"
"Jun 01, 2021","1,560.22","1,561.78","1,563.11","1,559.28","119.38M","-0.10%"
"May 31, 2021","1,561.78","1,559.22","1,561.78","1,557.46","103.01M","0.61%"
"May 28, 2021","1,552.29","1,544.86","1,552.29","1,519.22","143.80M","0.44%"
"May 27, 2021","1,545.48","1,551.40","1,555.62","1,545.48","81.90M","-0.38%"
"May 26, 2021","1,551.40","1,553.43","1,554.15","1,551.10","110.28M","-0.13%"
"May 25, 2021","1,553.43","1,554.88","1,554.88","1,552.70","98.24M","-0.28%"
"May 24, 2021","1,557.76","1,557.65","1,560.11","1,557.65","54.31M","0.01%"
"May 21, 2021","1,557.65","1,557.11","1,557.65","1,555.57","59.10M","0.03%"
"May 20, 2021","1,557.11","1,562.01","1,562.46","1,555.34","95.51M","-0.31%"
"May 19, 2021","1,562.01","1,555.92","1,564.83","1,554.25","74.80M","0.39%"
"May 18, 2021","1,555.92","1,571.69","1,571.69","1,547.68","104.09M","-1.00%"
"May 17, 2021","1,571.69","1,580.97","1,580.97","1,571.69","200.29M","-0.67%"
"May 14, 2021","1,582.30","1,577.07","1,582.33","1,575.57","153.77M","0.33%"
"May 11, 2021","1,577.07","1,574.38","1,580.05","1,571.72","192.30M","0.17%"
"May 10, 2021","1,574.38","1,567.42","1,580.01","1,567.42","153.68M","0.44%"
"May 07, 2021","1,567.42","1,563.43","1,567.44","1,562.44","166.52M","0.26%"
"May 06, 2021","1,563.43","1,577.75","1,578.68","1,559.66","277.41M","-0.98%"
"May 05, 2021","1,578.97","1,596.47","1,596.65","1,578.49","224.16M","-1.10%"
"May 04, 2021","1,596.47","1,598.45","1,600.50","1,595.21","310.50M","-0.14%"
"Apr 30, 2021","1,598.76","1,577.66","1,598.76","1,574.86","221.54M","1.31%"
"Apr 29, 2021","1,578.08","1,549.42","1,578.44","1,546.66","154.38M","0.54%"
"Apr 28, 2021","1,569.66","1,569.23","1,571.33","1,568.10","161.10M","-0.01%"
"Apr 27, 2021","1,569.78","1,569.80","1,570.76","1,567.47","164.04M","-0.00%"
"Apr 26, 2021","1,569.80","1,566.66","1,570.18","1,566.66","208.23M","0.20%"
"Apr 23, 2021","1,566.66","1,558.02","1,566.75","1,557.64","190.69M","0.55%"
"Apr 22, 2021","1,558.02","1,558.49","1,559.20","1,556.50","158.82M","-0.03%"
"Apr 21, 2021","1,558.49","1,551.33","1,558.73","1,549.65","122.24M","0.46%"
"Apr 20, 2021","1,551.33","1,543.34","1,551.75","1,543.13","251.67M","0.49%"
"Apr 19, 2021","1,543.70","1,541.84","1,544.03","1,540.38","405.15M","0.15%"
"Apr 16, 2021","1,541.39","1,531.72","1,541.39","1,529.68","167.95M","0.63%"
"Apr 15, 2021","1,531.72","1,535.42","1,535.44","1,531.12","170.64M","-0.20%"
"Apr 14, 2021","1,534.86","1,532.60","1,534.86","1,531.33","129.55M","0.15%"
"Apr 13, 2021","1,532.60","1,537.21","1,539.45","1,531.78","134.67M","-0.29%"
"Apr 12, 2021","1,537.06","1,546.30","1,546.30","1,537.06","102.71M","-0.57%"
"Apr 09, 2021","1,545.94","1,541.91","1,546.86","1,538.00","72.45M","-0.03%"
"Apr 08, 2021","1,546.34","1,540.39","1,547.16","1,538.92","95.49M","0.39%"
"Apr 07, 2021","1,540.39","1,540.80","1,541.69","1,531.15","228.24M","-0.03%"
"Apr 06, 2021","1,540.80","1,548.58","1,549.26","1,538.54","135.99M","-0.55%"
"Apr 01, 2021","1,549.32","1,556.37","1,556.37","1,545.79","122.50M","-0.42%"
"Mar 31, 2021","1,555.92","1,566.29","1,566.29","1,553.28","172.41M","-0.66%"
"Mar 30, 2021","1,566.29","1,574.95","1,578.91","1,564.66","224.06M","-0.53%"
"Mar 29, 2021","1,574.65","1,560.57","1,575.88","1,559.56","408.78M","0.90%"
"Mar 26, 2021","1,560.57","1,563.86","1,563.86","1,556.86","197.08M","-0.21%"
"Mar 25, 2021","1,563.93","1,553.86","1,564.42","1,553.86","172.09M","0.65%"
"Mar 24, 2021","1,553.86","1,536.61","1,554.63","1,535.79","240.04M","1.13%"
"Mar 23, 2021","1,536.46","1,538.43","1,547.66","1,535.92","353.29M","-0.13%"
"Mar 22, 2021","1,538.43","1,521.01","1,538.43","1,520.29","220.90M","1.18%"
"Mar 19, 2021","1,520.46","1,545.53","1,552.73","1,516.63","162.23M","-1.59%"
"Mar 18, 2021","1,545.05","1,534.52","1,546.72","1,534.52","215.04M","0.69%"
"Mar 17, 2021","1,534.52","1,535.24","1,535.24","1,531.09","140.64M","-0.05%"
"Mar 16, 2021","1,535.24","1,529.54","1,542.18","1,529.04","124.49M","0.30%"
"Mar 15, 2021","1,530.63","1,535.48","1,535.98","1,528.72","90.32M","-0.32%"
"Mar 12, 2021","1,535.59","1,539.11","1,539.56","1,528.38","191.28M","-0.27%"
"Mar 11, 2021","1,539.68","1,547.94","1,548.07","1,537.28","75.55M","-0.53%"
"Mar 10, 2021","1,547.94","1,538.71","1,549.58","1,537.35","237.44M","0.60%"
"Mar 09, 2021","1,538.71","1,574.44","1,574.44","1,538.55","311.52M","-2.27%"
"Mar 08, 2021","1,574.44","1,569.79","1,574.93","1,569.79","146.29M","0.28%"
"Mar 05, 2021","1,570.11","1,571.58","1,571.87","1,564.54","188.45M","-0.09%"
"Mar 04, 2021","1,571.58","1,578.65","1,580.90","1,569.19","210.20M","-0.44%"
"Mar 03, 2021","1,578.50","1,588.14","1,589.56","1,575.15","164.54M","-0.61%"
"Mar 02, 2021","1,588.14","1,600.64","1,600.86","1,586.68","108.99M","-0.78%"
"Mar 01, 2021","1,600.64","1,593.45","1,602.93","1,593.45","86.94M","0.45%"
"Feb 26, 2021","1,593.45","1,607.94","1,607.94","1,592.76","140.86M","-0.90%"
"Feb 25, 2021","1,607.94","1,614.97","1,614.97","1,607.17","213.66M","-0.44%"
"Feb 24, 2021","1,614.97","1,610.60","1,619.06","1,610.60","321.75M","0.22%"
"Feb 23, 2021","1,611.43","1,611.18","1,615.05","1,609.34","239.17M","0.02%"
"Feb 22, 2021","1,611.18","1,612.56","1,616.86","1,609.99","182.68M","-0.09%"
"Feb 19, 2021","1,612.56","1,612.94","1,614.63","1,609.59","176.88M","-0.02%"
"Feb 18, 2021","1,612.94","1,626.36","1,626.76","1,612.12","339.70M","-0.83%"
"Feb 17, 2021","1,626.36","1,629.94","1,633.96","1,615.50","144.37M","-0.22%"
"Feb 16, 2021","1,629.94","1,634.42","1,638.02","1,629.94","232.68M","-0.27%"
"Feb 15, 2021","1,634.42","1,627.23","1,634.42","1,623.31","101.18M","0.44%"
"Feb 12, 2021","1,627.23","1,653.51","1,654.86","1,603.30","309.23M","-1.58%"
"Feb 11, 2021","1,653.32","1,642.96","1,653.32","1,622.30","335.51M","0.67%"
"Feb 10, 2021","1,642.29","1,679.06","1,679.48","1,640.41","238.03M","-2.19%"
"Feb 09, 2021","1,679.06","1,682.94","1,683.04","1,678.92","198.04M","-0.23%"
"Feb 08, 2021","1,682.94","1,689.05","1,690.90","1,680.69","248.95M","-0.36%"
"Feb 05, 2021","1,689.05","1,691.77","1,691.77","1,678.57","329.77M","-0.16%"
"Feb 04, 2021","1,691.77","1,702.58","1,702.58","1,690.51","507.64M","-0.53%"
"Feb 03, 2021","1,700.78","1,702.18","1,702.28","1,697.22","361.79M","-0.08%"
"Feb 02, 2021","1,702.18","1,718.30","1,718.81","1,700.62","348.92M","-0.94%"
"Feb 01, 2021","1,718.30","1,721.27","1,724.59","1,717.23","382.13M","-0.15%"
"Jan 29, 2021","1,720.95","1,711.57","1,723.63","1,709.25","413.57M","0.52%"
"Jan 28, 2021","1,712.06","1,698.28","1,712.39","1,698.28","391.32M","0.80%"
"Jan 27, 2021","1,698.44","1,686.36","1,699.52","1,686.36","290.39M","0.72%"
"Jan 26, 2021","1,686.36","1,685.00","1,687.38","1,682.47","197.13M","0.08%"
"Jan 25, 2021","1,685.00","1,683.74","1,686.16","1,680.47","190.49M","0.07%"
"Jan 22, 2021","1,683.74","1,687.87","1,691.12","1,682.38","359.32M","-0.24%"
"Jan 21, 2021","1,687.87","1,692.06","1,693.40","1,683.65","647.42M","-0.25%"
"Jan 20, 2021","1,692.06","1,684.99","1,692.06","1,684.99","258.31M","0.42%"
"Jan 19, 2021","1,684.99","1,684.82","1,688.05","1,684.08","215.05M","0.01%"
"Jan 18, 2021","1,684.82","1,687.18","1,692.61","1,674.97","277.26M","-0.14%"
"Jan 15, 2021","1,687.18","1,676.02","1,688.69","1,676.02","319.07M","0.67%"
"Jan 14, 2021","1,676.02","1,650.29","1,676.02","1,650.11","473.29M","1.68%"
"Jan 13, 2021","1,648.27","1,646.92","1,658.95","1,646.92","209.70M","0.08%"
